Site,Name,Lat,Lon,Start,End,Years,%,AWS
40460,MOUNT COTTON FARM,-27.6081,153.2381,Jan-66,Sep-19,52.8,98,N
40461,FERNY HILLS AUST WOOLSHED,-27.3947,152.9308,Nov-71,Feb-04,29.8,92,N
40462,CLOVER DOWNS,-27.75,152.9167,Nov-71,Mar-73,0.6,41,N
40463,OXLEY,-27.5795,152.9875,Nov-71,Dec-23,51.8,99,N
40468,CANNON HILL BOWLS CLUB,-27.4686,153.0814,Mar-72,Jan-11,37.3,96,N
40469,MARODIAN HOMESTEAD,-25.8694,152.3172,Oct-23,Dec-23,98.7,98,N
40470,MT BAUPLE MAC FARMS,-25.9064,152.5928,Jun-72,May-93,19.9,95,N
40471,COURAN COVE,-27.822,153.411,May-72,Dec-12,16.4,40,N
40473,BOOUBYJAN,-25.95,151.9667,Jan 1896,Jun-73,60,77,N
40474,KILROCK,-25.8833,151.2833,Jan-39,Dec-73,34.6,99,N
40475,KULLOGUM FORESTRY,-25.3333,152.2667,Apr-52,Mar-82,29.8,99,N
40476,KEPERRA COUNTRY GOLF CLUB,-27.4094,152.9525,Oct-72,Dec-11,38.1,97,N
40477,MONOGORILBY,-26.05,151.05,Jan-38,Apr-81,43.3,100,N
40478,K'GARI EURONG,-25.5048,153.1289,Jul-72,Jan-24,41.3,80,N
40479,ENOGGERA ARMY,-27.4333,152.9833,Aug-72,Jun-84,11.9,100,N
40480,PERSEVERANCE DAM,-27.2883,152.1239,May-71,Dec-23,52.5,100,N
40481,BORUMBA DAM,-26.5039,152.5861,Nov-60,Apr-15,54.5,100,N
40482,ST MARYS S/F 57,-25.65,152.45,May-52,Feb-80,27.8,100,N
40483,POINTRO,-28.1833,152.6667,Jan-22,Feb-00,49.3,63,N
40484,CURRIGEE,-27.8881,153.4231,Jul-72,May-97,24.9,100,N
40485,WILSONS PEAK,-28.249,152.5232,Jan-19,Dec-23,104,99,N
40486,YABBA STATION,-26.6061,152.4392,Jul-12,Dec-21,108.9,99,N
40487,BINNA BURRA,-28.2025,153.19,May-54,Dec-92,38.7,100,N
40488,GRANGE BOWLING CLUB,-27.4236,153.0183,Aug-72,Mar-08,30.2,85,N
40490,CARNEYS CREEK THE RANCH,-28.2086,152.5389,Oct-72,Jan-24,51.3,100,N
40491,AMAMA,-26.3667,152.5661,Sep-72,Apr-01,25.5,89,N
40492,YIELO,-26.67,152.5139,Nov-72,Feb-13,37,92,N
40493,HOMELEIGH,-27.78,152.5346,Jan-12,Dec-23,109.5,98,N
40496,CALOUNDRA WTP,-26.785,153.1147,Dec-72,Feb-10,37.3,100,N
40497,THE OVERFLOW,-27.9319,152.8575,Jan-44,Feb-06,42.1,68,N
40499,ACHIL BOONDOOMA,-26.2239,151.2986,Jan-75,Apr-02,27.3,100,N
40500,EMBREYS BRIDGE,-26.6403,151.9431,Jun-76,Jan-24,47.3,99,N
40503,TALLEGALLA ALERT,-27.6075,152.58,Nov-00,Jan-24,22.5,97,N
40504,BROMFLEET,-27.9,153.1167,Jan-27,Mar-64,37.3,100,N
40505,NEAAVIE,-25.9,151.8333,Jan-06,Jun-41,34,96,N
40509,SANDY GULLY,-27.1333,152.3333,Jan-10,Sep-65,55.8,100,N
40510,PALEN CREEK,-28.2667,152.8333,Jan-16,Mar-63,47.3,100,N
40511,LOGAN BANK GLENEAGLE,-27.9333,152.9833,Nov-24,Jun-33,8.7,100,N
40512,FORESTDALE STAPYLTON RD,-27.6542,152.9856,Feb-73,Dec-06,33.2,98,N
40515,DAANDINE PASTORAL CO,-28.0167,152.2333,Oct-72,Oct-77,5.1,100,N
40516,COOMERA FOXWELL ROAD,-27.8429,153.3502,Sep-97,Dec-23,26.1,99,N
40517,MCKENZIE CREEK,-27.1953,152.7539,Jan-53,Dec-23,71,100,N
40522,WINDERA,-26.05,151.8333,Jan 1899,Dec-79,81,100,N
40523,BOONAH BORDER GATE,-28.2653,152.5356,Dec-58,Nov-07,48.5,99,N
40524,LITTLE NERANG DAM,-28.1444,153.2858,Jan-26,Jan-18,91.8,100,N
40525,KIAMBA,-26.5936,152.9036,Sep-52,Jan-14,60.8,99,N
40527,ACACIA RIDGE BCC,-27.6167,153.0433,Nov-74,Sep-91,16.9,100,N
40529,MOUNT GRAVATT EAST BCC,-27.5403,153.0983,Oct-71,Dec-89,18.3,100,N
40530,INALA BCC,-27.5853,152.9883,Jan-75,Sep-02,27.8,100,N
40531,BOONDALL,-27.3486,153.0647,Jan-75,Aug-16,39.3,94,N
40532,WYNNUM BCC,-27.4247,153.1614,Mar-74,Jan-97,22.9,100,N
40533,MT COOT-THA ABQ 2 BCC,-27.4664,152.945,Oct-71,Jun-94,22.7,100,N
40534,WUNBURRA,-28.1629,153.2641,Jan-53,Jan-24,68.2,96,N
40535,CAINBABLE,-28.1167,153.0833,Dec-29,Aug-74,44.8,100,N
40536,OCEAN VIEW,-27.1375,152.8078,Jan-56,May-05,43.8,88,N
40537,DUNWICH,-27.5028,153.4136,Oct-60,Jan-24,55,87,N
40538,TABRAGALBA,-27.9833,153.0775,Jan-06,Jan-93,40.1,46,N
40542,MACLEAN BRIDGE,-27.7866,153.0153,Jan-83,Apr-19,36.3,100,N
40543,IMBIL,-26.4592,152.6792,Aug-94,Nov-05,6.7,59,N
40544,BROMFLEET,-27.9125,153.1022,Sep-94,Jun-13,15.4,82,N
40547,MORETON SUGAR MILL,-26.6267,152.9567,Jan-37,Oct-01,64.8,100,N
40550,NUMINBAH,-28.2452,153.2369,May-28,Dec-23,95.7,100,N
40552,WIVENHOE POCKET,-27.4111,152.6144,Apr-03,Nov-08,5.4,95,N
40553,BEERWAH CSIRO RES STN,-26.8425,153.0261,Nov-73,Apr-83,9.5,100,N
40554,CLOVERDALE LAWNS,-27.6167,152.9833,Feb-74,Feb-77,2.9,95,N
40555,TOOLARA (KELLY),-25.9713,152.8609,Nov-97,Jan-15,17.3,100,Y
40556,WEENS BRIDGE,-26.5167,151.7667,Jan-41,Apr-81,39.4,98,N
40557,ILLAVALE,-26.1167,152.4333,Jan-18,Dec-86,68.2,99,N
40558,GLENGAVEN,-28.2157,153.2347,Jan-98,Nov-10,12.8,99,N
40559,MOFFATDALE,-26.2667,151.9833,Jan-51,Feb-79,23.3,82,N
40560,WALLOON,-27.6,152.6667,Jan 1897,Aug-02,5.4,96,N
40561,BELLI PARK,-26.5139,152.8314,Oct-07,Nov-08,26.8,27,N
40562,BULWER SIGNAL STATION,-27.0833,153.3667,Aug 1899,Mar-13,13.7,100,N
40563,WAKEFIELD,-26.6333,151.7,Jan-10,Jul-16,6.6,100,N
40566,SKYRING CREEK,-26.3833,152.8,Mar-20,Jan-34,13.9,100,N
40567,INGRAM,-27.9,152.95,May-09,May-16,7.1,100,N
40568,WOODLANDS,-27.5667,152.6167,Jan 1893,May-28,23.9,67,N
40569,JOHNSTOWN,-26.4333,152.05,Jan-20,Jun-37,17.5,100,N
40570,MULGOWIE,-27.6964,152.3569,Jan-98,Dec-04,6.4,92,N
40571,PIMPAMA STATE SCHOOL,-27.8167,153.2833,Oct-08,Apr-26,16.6,94,N
40572,HOLMWOOD,-26.9667,152.7,Jan 1893,Jul-29,25.4,69,N
40573,GABBINBAR,-27.6167,151.9667,Jan 1897,Apr-02,4.3,81,N
40574,CHIEFSWOOD,-27.4667,152.95,Jul 1897,Aug-16,10.3,53,N
40575,TAMROOKUM,-28.1167,152.9167,Jul-11,Dec-31,13,63,N
40576,RANGEVIEW FARM,-28,152.5,Jan-47,Mar-70,21.6,93,N
40577,BOLLIER,-26.4333,152.7167,Jan-16,Jan-67,50.8,99,N
40578,DAYBORO,-27.2114,152.8025,Mar-20,Dec-11,11.5,13,N
40579,BETHANIA,-27.6833,153.15,Jan-52,Dec-57,6,100,N
40580,LOCKROSE,-27.5,152.45,Jul-11,Jan-15,3.6,100,N
40581,CINNIBAR,-26.1167,152.1833,Aug-12,Jul-18,6,100,N
40582,YELLOW PATCH LIGHT,-27.0333,153.45,Jan-20,Feb-29,9.2,100,N
40583,WIDGEE,-28.2714,153.0742,Jan-29,Oct-17,88.3,99,N
40584,HINZE DAM,-28.0481,153.2875,Jan-75,Nov-22,44,92,N
40585,BROOKLANDS,-26.7333,151.8167,Feb-40,Dec-68,25.9,90,N
40586,MILLBROOK,-27.9167,151.75,Oct 1888,Dec-18,8.7,29,N
40587,COOINDA,-26.5,151.4333,Apr-22,Dec-30,8.8,100,N
40588,MARSHLANDS,-26.1,151.7667,Oct-20,Jun-48,26.3,95,N
40589,CEDAR VIEW,-26.8,152.5833,Oct-20,Jan-50,24,82,N
40590,MANUMBAR MILL,-26.4,152.3667,Jan-10,Mar-67,57.3,100,N
40591,RANGEVIEW,-28,152.5,Jan-47,Mar-70,19.2,82,N
40592,BROWNSLEIGH,-27.6833,153,Oct-51,Nov-65,14.2,100,N
40593,MOUNT HALLON,-27.3167,152.4167,Jan-40,Dec-65,26,100,N
40594,WOOMBYE,-26.6667,152.9667,Jun 1898,Feb-24,25.8,100,N
40595,CRESSBROOK,-27.0833,152.45,Jul 1888,Nov-04,16.3,99,N
40597,BOONAH FOREST HOME,-28.2,152.7333,Oct-21,Dec-69,41.3,86,N
40598,CLUMBER,-28.0833,152.5667,Mar-19,Sep-61,25.5,60,N
40599,CAMBERRA,-28.2,153.3833,Jan-27,Dec-73,46.3,99,N
40600,GLEN ELLEN,-28.2333,153.3667,Oct-26,Apr-50,22.8,96,N
40601,BELLEVUE,-27.3333,152.55,Jul-09,Mar-65,55.6,100,N
40602,GILSTON STATE SCHOOL,-28.0333,153.3,Jan-22,Mar-68,45.8,99,N
40603,OAKVALE,-26.9,152.5833,Jan-33,Oct-64,31.8,100,N
40604,BELVEDERE,-28.3333,152.2,Feb-31,Sep-50,19.7,100,N
40605,ROCK VIEW,-27.7867,152.2667,Mar-19,Dec-69,36.4,72,N
40606,UPPER MUDGEERABA WATER,-28.1056,153.3286,Nov-74,Jul-21,46.7,100,N
40607,SPRINGBROOK ROAD,-28.2033,153.2721,Jan-81,Jan-24,43.1,100,N
40608,BENOWA WATER TREAT,-28.0039,153.4008,Nov-74,Nov-90,15.1,94,N
40609,ELANORA WATER TREATMENT PLANT,-28.1178,153.4457,Apr-35,Nov-23,64.5,73,N
40610,DARLINGTON,-28.2529,153.0872,Jan-75,Nov-12,37.7,99,N
40611,YABBA CREEK,-28.3256,152.3422,May-20,Mar-00,39.3,49,N
40612,GLEN ELGIN,-26.6,151.9833,Oct-20,Jun-71,49.8,98,N
40613,KIDAMAN,-26.6167,152.7667,Apr-20,Mar-68,36.3,76,N
40614,MOUNT LINDSAY,-28.35,152.7333,May-19,Jun-72,52.3,98,N
40615,ROTTINGTON,-28.2167,153.35,Jan-27,Sep-59,32.7,100,N
40616,COOLABUNIA,-26.6333,151.9333,Oct-20,Nov-68,47.3,98,N
40617,RAYNBIRD CREEK,-27.25,152.7333,Jan-53,Dec-70,18,100,N
40618,MONKLAND STATE SCHOOL,-26.2167,152.6833,Jan-16,Nov-31,12.2,76,N
40619,RATHDOWNEY,-28.3183,152.7269,Jan-17,Dec-73,45.5,80,N
40620,LENORE VALE,-28.2333,153.2333,Oct-50,Dec-68,17.3,94,N
40621,INGLESIDE,-28.1667,153.3833,Jan-40,Sep-60,16,77,N
40622,ROCKVILLE,-28.15,152.5167,Jun-34,Sep-62,26.8,95,N
40623,GREENBANK ARMY CAMP,-27.6911,152.9917,Feb-75,Nov-92,17.8,100,N
40624,GIGOOM POST OFFICE,-25.3167,152.2,Jan-65,Feb-79,14.2,100,N
40628,WOODFORD BCC,-26.9425,152.7608,Nov-77,Dec-95,17.4,96,N
40629,CORINDA,-27.5333,152.9833,Jan 1889,Feb-06,15.9,93,N
40630,BELLA VALE,-26.45,152.1833,Oct-20,Jun-41,20.8,100,N
40631,CHAMBERS FLAT,-27.7333,153.1,Apr-76,Dec-80,4.8,100,N
40632,GLENVIEW - ISAMBERT RD,-26.7592,153.0239,Jan-05,May-07,2.4,100,N
40633,LAWNTON COLONIAL DRIVE,-27.2831,152.9583,Sep-75,May-12,35.3,96,N
40634,CURRUMBIN VALLEY,-28.2058,153.3936,Sep-99,Feb-01,1.1,72,N
40635,DANEWOOD VALE,-26.8369,152.4914,Jan-63,Dec-23,58.9,97,N
40636,CHENREZIG INSTITUTE,-26.75,152.9,Oct-75,Aug-79,2.6,66,N
40637,MOUNT MEE FOREST STATION,-27.0958,152.7011,Jan-70,May-01,27.8,88,N
40644,TIARO TOWNSHIP,-25.7275,152.5825,Jan-99,Oct-19,20.8,100,N
40646,BURRUM,-25.3333,152.5833,Aug-45,Dec-71,24.8,94,N
40648,LARAVALE,-28.0833,152.9333,Oct-12,Oct-19,7.1,100,N
40651,JIMNA FORESTRY,-26.6644,152.4606,Nov-99,Apr-17,17.4,99,Y
40653,BEAUMONT,-28.3,152.9667,Apr-31,Dec-38,7.6,98,N
40654,LAMINGTON,-28.25,152.9833,Jun-17,Oct-51,28.8,83,N
40655,YARRAMAN FORESTRY,-26.8383,151.9803,Oct-94,Jan-10,15.1,98,N
40657,SIRIOS,-27.5667,152.5833,Jan-26,Jan-43,16.2,95,N
40658,BLI BLI,-26.6028,153.0431,Jan-05,Jun-08,3.5,100,N
40659,GREENBANK THOMPSON ROAD,-27.6956,152.9408,Dec-75,Jan-24,47,98,N
40663,TAABINGA,-26.6,151.7833,Jan-11,Dec-41,31,100,N
40664,YEERONGPILLY POST OFFICE,-27.5333,153.0167,Feb 1894,Jul-22,27.4,96,N
40670,GREYSTONLEA,-26.5639,151.4383,Apr-77,Mar-06,23,79,N
40671,KILLARA,-26.2839,151.1897,Jan-57,Jan-24,67.1,100,N
40672,WITHCOTT,-27.5486,152.0236,Nov-74,Dec-23,49.2,100,N
40673,JINDALEE CLOVERDALE LAWN,-27.5333,152.95,Jul-77,Mar-82,4.2,88,N
40674,MT STANLEY STATION,-26.6614,152.2003,Jul-77,Dec-16,39.5,100,N
40675,TOWNSON,-27.9097,152.3886,Dec-77,Sep-23,45.8,100,N
40677,MAROON DAM,-28.1752,152.6557,Aug-71,Jan-24,51.8,98,N
40680,TORBANLEA RAILWAY,-25.35,152.5983,May-78,Jun-92,14,99,N
40682,GUNALDA POST OFFICE,-25.9944,152.5636,May-78,Feb-06,24.7,89,N
40683,LOWER CRESSBROOK,-27.1167,152.4833,Aug-78,Jun-80,1.5,78,N
40685,BRIBIE ISLAND QLD UNI,-27.0467,153.1667,Apr-78,Oct-93,15.6,100,N
40686,BEENHAM VALLEY RD,-26.1842,152.8208,Jul-78,Jan-24,42.2,92,N
40687,THE GAP,-26.2167,152.8333,Jan-66,Oct-84,16.9,90,N
40688,MIVA,-25.9575,152.4919,Jun-93,Jan-24,30.7,100,N
40693,HIGHVALE,-27.3786,152.8164,Dec-54,Jan-24,58.3,84,N
40694,CLYDE,-26.5833,151.9833,May-80,Jan-87,5.2,76,N
40695,PALMWOODS,-26.6842,152.9589,Jan-30,Dec-22,93,100,N
40696,WOODFORD TM,-26.9206,152.7792,Nov-00,Feb-02,1.3,100,N
40697,REDCLIFFE COUNCIL,-27.245,153.1006,Feb-81,Oct-04,23.8,100,N
40698,CONNEMARRA,-26.7881,152.7308,Mar-81,Aug-98,17.4,99,N
40699,PIALBA RAILWAY STATION,-25.2833,152.8367,Nov-80,Oct-87,6.8,98,N
40700,SPRINGBROOK QUOLL HOUSE,-28.23,153.265,Jan-82,Dec-90,9,100,N
40702,STOKES CROSSING,-27.7641,152.5374,May-93,Feb-04,10.8,99,N
40703,FERNY GROVE CEDAR CK RD,-27.415,152.915,Mar-82,Oct-94,12.6,99,N
40704,MARSDEN,-27.6833,153.1,Jul-82,Mar-96,8.2,59,N
40708,MONOGORILBY - HOME,-26.0336,151.0603,Jan-83,Jan-24,41.1,100,N
40714,ROUND MOUNTAIN TM,-28.0708,152.9272,Nov-00,Jan-24,22.9,99,N
40715,SHAILER PARK OREGON DRVE,-27.6473,153.1718,Jan-80,Dec-23,43.8,99,N
40716,LAIDLEY,-27.6514,152.3808,Jan-09,May-11,2.1,86,N
40717,COOLANGATTA,-28.1681,153.5053,Dec-82,Jan-24,39.8,96,Y
40718,BROOKFIELD PENDALE STUD,-27.5,152.9,Jul-83,Apr-89,5.5,94,N
40721,BOONARA ROMLEY,-26.0933,152.0522,Jul-61,Aug-04,43.2,100,N
40722,BOONDOOMA DAM,-26.0942,151.4417,Jun-93,Jan-24,24.8,81,N
40724,MERMAID WATERS TIMANA AV,-28.0497,153.425,Jan-84,Dec-94,11,100,N
40725,CHRISTMAS CREEK RD,-28.1683,152.9883,Jun-84,Dec-08,24.4,99,N
40727,TORBANLEA,-25.35,152.6,Jul 1899,Nov-30,13.2,42,N
40732,WALLEN WALLEN,-27.53,153.4194,Apr-85,Dec-23,38.8,100,N
40735,HARRISVILLE TM,-27.8133,152.6417,Nov-00,Aug-06,5.8,100,N
40736,ROSEWOOD TM,-27.6594,152.6044,Nov-00,Jul-06,5.8,100,N
40738,BROMFLEET TM,-27.9114,153.1056,Nov-00,Jan-24,22.8,98,N
40739,THE OVERFLOW TM,-27.9292,152.8597,Nov-00,Oct-10,8.8,88,N
40750,SPRINGBROOK TM,-28.2322,153.2825,Nov-00,Mar-06,4.6,85,N
40751,THORNTON,-27.7956,152.3753,Nov-93,Mar-08,14.3,99,N
40754,RATHDOWNEY TM,-28.2153,152.8681,Nov-00,Jan-24,23.1,99,N
40755,COORAN,-26.5575,152.7714,Jul-91,Mar-04,12.3,97,N
40756,BOREEN POINT,-26.2856,152.9953,Apr-93,Mar-06,11.1,85,N
40757,LAKE COOROIBAH(PINES AV),-26.3578,153.0125,Mar-94,Mar-12,18,99,N
40759,CORBOULD PK RACECOURSE,-26.785,153.0686,Jun-86,Dec-23,37.3,99,N
40761,WOLFFDENE ALERT,-27.7828,153.1889,Feb-01,Jan-24,22.8,99,N
40762,YARRAHAPPINI TM,-27.8336,152.9878,Nov-00,Jan-24,22.8,98,N
40763,WIVENHOE DAM,-27.395,152.6097,Jan-95,Jan-24,29.1,100,N
40764,GOLD COAST SEAWAY,-27.939,153.4283,Jul-94,Jan-24,29.6,100,Y
40765,HERVEY BAY WILDLIFE PARK,-25.2903,152.8153,Oct-87,Mar-99,11.5,100,N
40766,LOGAN VILLAGE TAMBORINE RD,-27.7922,153.1069,Sep-87,May-07,19.8,100,N
40767,BRISBANE RPA HOSPITAL,-27.4983,153.0337,Feb-88,Jun-16,26.6,93,N
40768,JIMBOOMBA MILLSTREAM ROAD,-27.8721,153.0149,May-88,Jul-17,29.3,100,N
40769,BLACKBUTT FORESTRY STN,-26.8919,152.105,Apr-88,Mar-97,9,100,N
40770,ORMISTON COLLEGE,-27.5152,153.2492,Oct-88,Jan-24,35,99,N
40771,BEENLEIGH LEHMAN RD,-27.7167,153.1833,Jan-85,Apr-89,4.3,100,N
40774,MORAYFIELD MARK ST,-27.1038,152.9461,Apr-88,May-21,30.4,92,N
40775,SPRINGWOOD DORSET DR,-27.6128,153.1264,Apr-89,Jan-93,3.8,100,N
40777,IMBIL ALERT,-26.4572,152.6803,Jan-99,Jan-24,18.3,73,N
40778,ZACHARIAH TM,-26.3583,152.6283,Nov-00,Jan-24,23.2,100,N
40780,HYGAIT TM,-26.3817,152.6483,Nov-07,Sep-08,0.9,100,N
40781,DAGUN POCKET TM,-26.3225,152.7025,Aug-12,Jun-23,6.3,58,N
40782,COORAN TM,-26.3297,152.8136,Nov-00,Jan-24,23.3,100,N
40783,POINT ARKWRIGHT,-26.5483,153.0986,Jan-90,Feb-11,20.8,98,N
40784,CALAMVALE ALERT,-27.615,153.0444,Nov-00,Jan-24,23.3,100,N
40785,CAROLE PARK ALERT,-27.6017,152.9511,Nov-00,Jan-24,23.3,100,N
40786,JINGLE DOWNS ALERT,-27.7456,152.9081,Nov-00,Jan-24,23,99,N
40788,FORESTDALE(JOHNSON RD)AL,-27.6583,153,Nov-00,Jan-24,18,77,N
40790,MT GRAVATT ALERT,-27.5448,153.0637,Nov-00,Jan-24,19.6,84,N
40791,COOPERS PLAINS ALERT,-27.565,153.0269,Nov-00,Nov-18,3.2,18,N
40792,RIPLEY ALERT,-27.7106,152.8072,Aug-01,Nov-14,12.8,96,N
40793,LYONS ALERT,-27.7633,152.8367,Apr-94,Jan-24,20.9,70,N
40794,GREENBANK(THOMPSON RD)AL,-27.6956,152.9333,Nov-00,Jan-24,22.5,97,N
40795,OPOSSUM ALERT,-27.6439,152.8942,Jun-03,Apr-15,11.2,94,N
40796,BEATTY ROAD ALERT,-27.5875,153.0094,Nov-00,Dec-23,2,9,N
40798,COORPAROO BCC,-27.5153,153.0722,Jan-90,Jul-94,4.4,96,N
40799,RUDDS LANE TM,-28.1692,152.9833,Nov-00,May-09,8.4,98,N
40800,COOROY TM,-26.4206,152.91,Nov-00,Oct-02,1.8,88,N
40801,KANDANGA TM,-26.3878,152.6842,Nov-00,Jan-24,21.8,93,N
40802,KENILWORTH TM,-26.5972,152.7269,Nov-00,Feb-03,2.3,100,N
40805,PEACHESTER TM,-26.8447,152.8806,Nov-00,Apr-04,2.3,64,N
40806,POMONA TM,-26.3664,152.8528,Nov-00,Feb-03,2.3,96,N
40807,BRAMBLE BAY BOWLING CLUB,-27.2583,153.1017,Mar-90,Feb-98,5.2,64,N
40808,CRESSBROOK DAM,-27.2641,152.1959,Apr-90,Dec-23,33.7,100,N
40809,MOUNT MC EUEN,-26.2417,151.7453,Jul-90,Dec-06,16.5,100,N
40811,KILKIVAN TM,-26.0833,152.2167,Nov-00,Jan-24,22.3,96,N
40814,MOY POCKET TM,-26.5261,152.7439,Nov-00,Jan-24,23.3,100,N
40816,AMBERLEY (DNRM) TM,-27.6658,152.6989,Nov-00,Jan-24,23.1,99,N
40817,RIFLE RANGE ROAD TM,-27.4667,152.5333,Nov-00,Sep-05,1.9,39,N
40818,MT CROSBY TM,-27.5364,152.7992,Aug-12,Jan-24,6.6,57,N
40820,SOMERSET DAM TM,-27.1169,152.555,Feb-13,Jan-24,4.8,43,
40822,GREGOR CREEK TM,-26.9997,152.3997,Sep-17,Jan-24,6.4,100,N
40823,ROSENTRETERS BRIDGE TM,-27.1381,152.3294,Dec-00,Jan-24,22.8,98,N
40824,FISHERMANS POCKET TM,-26.1711,152.5994,Nov-00,Jan-24,23.3,100,N
40825,MARODIAN TM,-25.9,152.3497,Sep-01,Jan-24,21.9,98,N
40826,MIVA TM,-25.95,152.5,Dec-21,Jan-24,2.2,100,N
40827,BAN BAN TM,-25.7108,151.8083,Feb-01,Jan-24,21.1,92,N
40829,HELIDON TM,-27.5439,152.1133,Nov-00,Jan-24,23.2,100,N
40830,BELLBIRD CREEK TM,-26.6274,152.7046,Nov-00,Jan-24,22.8,98,N
40831,IPSWICH ALERT,-27.6117,152.7611,Jun-15,Jan-24,8.7,100,N
40832,FOREST HOME TM,-28.2033,152.77,Nov-00,Jan-24,23.1,99,N
40833,HOME PARK TM,-25.7683,152.525,May-90,Jan-24,23.8,71,N
40835,MULGOWIE TM,-27.7317,152.3633,Jun-10,Jan-12,1.3,75,N
40836,ONE MILE BRIDGE ALERT,-27.6272,152.7461,Nov-00,Jan-24,21.6,93,N
40839,BRISBANE (BCC) ALERT,-27.4667,153.0217,Nov-00,Jun-10,9.1,94,N
40840,KENMORE ALERT,-27.5117,152.9383,Nov-00,Aug-02,1.8,100,N
40841,CROFTBY TM,-28.1481,152.57,Nov-00,Jan-24,22.9,99,N
40842,BRISBANE AERO,-27.3917,153.1292,Jul-94,Jan-24,29.3,99,Y
40843,REDGATE,-26.2825,152.0164,Feb-91,Jan-09,17.9,99,N
40844,BEECHMONT ALERT,-28.1333,153.1899,Nov-00,Jan-24,22.8,98,N
40845,BINNA BURRA ALERT,-28.2006,153.1872,Nov-00,Jan-24,23.3,100,N
40846,CLEARVIEW ALERT,-28.0017,153.3083,Nov-00,Jan-24,23.2,100,N
40847,HINZE DAM HW ALERT,-28.0522,153.2817,Nov-00,Jan-24,18.3,79,N
40848,LOWER SPRINGBROOK ALERT,-28.2069,153.2708,Nov-00,Jan-24,21.5,92,N
40849,COOMBABAH WATER TREATMENT PLANT,-27.9136,153.3657,Feb-92,Dec-23,31.9,100,N
40850,BAROON POCKET DAM,-26.715,152.8719,Feb-92,Dec-23,31.9,100,N
40851,LAMB ISLAND PINE AVE,-27.6292,153.3794,Feb-92,Jul-12,20.5,100,N
40852,CANUNGRA LAND WARFARE CENTRE,-28.0272,153.1794,Apr-92,Jan-99,6.4,94,N
40853,REDLAND BAY GOLF CLUB,-27.6023,153.2952,Feb-92,Oct-22,29.4,96,N
40854,LOGAN CITY WATER TREATMENT PLANT,-27.6841,153.1981,Oct-92,Jan-24,31.3,100,N
40855,CANUNGRA TM,-28.0283,153.1767,Nov-00,Jul-03,2.8,100,N
40856,RAINBOW BEACH,-25.9007,153.0891,Jun-92,Jan-24,31.7,100,N
40857,BEAUDESERT TM,-27.9681,152.9861,Nov-00,Jun-03,2,75,N
40858,BOONAH TM,-28.0033,152.6875,Nov-00,Jun-03,2,75,N
40859,PALEN CREEK TM,-28.3222,152.7697,Nov-00,Dec-08,7.5,92,N
40861,SUNSHINE COAST AIRPORT,-26.599,153.0912,Jul-94,Jan-24,29.6,100,Y
40862,BURBANK LEACROFT ROAD,-27.5864,153.1583,Dec-92,Jan-96,3.1,97,N
40863,ORMEAU (STEWARTS RD),-27.7914,153.2739,Jan-93,Apr-04,11.3,99,N
40864,CARRARA BRADSTONE RD,-28.0167,153.3517,Jan-93,Mar-99,5.9,95,N
40865,CANNON COVE AL,-28.0936,152.7158,Nov-00,Jan-24,21.7,93,N
40866,DARLINGTON TM,-28.2608,153.0917,Nov-00,Mar-09,8.4,100,N
40867,KALBAR TM,-27.9406,152.6236,Nov-00,Jan-24,22.5,97,N
40868,MT JOSEPH TM,-25.7417,152.2353,Dec-98,Jan-24,21.3,84,N
40869,JIMNA TM,-26.6656,152.4594,Nov-00,Feb-03,2.3,100,N
40870,OAKWOOD,-26.4456,152.4886,Jan-38,Apr-09,56.1,79,N
40873,HARDING STREET ALERT,-27.6375,152.7903,Oct-15,Jan-24,8.3,99,N
40874,BRISBANE ROAD ALERT,-27.6078,152.9083,Aug-09,Jan-24,11.6,80,N
40875,BUNDAMBA SCHOOL ALERT,-27.6117,152.8064,Jun-15,Jan-24,7.8,90,N
40876,WILSONS PEAK ALERT,-28.2372,152.4867,Nov-00,Jan-24,23.3,100,N
40878,WATERFORD ALERT,-27.6947,153.1364,Nov-00,Jan-24,23.3,100,N
40879,FOXLEY TM,-28.27,153.0264,Nov-00,May-09,8,93,N
40880,MARY CAIRNCROSS PARK,-26.7828,152.8803,Apr-94,Nov-99,4.5,79,N
40881,AIR SEA RESCUE ALERT,-27.9525,153.4242,Nov-00,Jan-24,23.2,100,N
40882,NUMINBAH ALERT,-28.1653,153.2161,Nov-00,Jan-24,23.3,100,N
40883,DEVERTON SAWPIT GULLY RD,-27.6856,152.0519,Jan-90,Mar-17,27.1,99,N
40884,GUANABA BIRDS RD,-27.9243,153.2606,Mar-94,May-13,19.3,100,N
40886,MT BINGA,-27.0092,151.9847,Apr-94,Apr-14,20.1,100,N
40887,WOODFORD EATON LANE,-26.9272,152.7042,Jan-90,Feb-18,15.9,56,N
40888,PEEL ISLAND NATIONAL PARK,-27.4967,153.3433,Jan-95,Jul-05,8.3,78,N
40889,OAKWOOD TM,-26.4472,152.4869,Dec-00,Jan-24,22,95,N
40890,GRACEVILLE COLEMAN ST,-27.5242,152.9858,Jul-94,Dec-02,8.5,100,N
40891,BROOWEENA TM,-25.6022,152.2603,Nov-00,Jan-24,20.7,89,N
40892,MT KANIGAN AL,-25.9575,152.5769,Nov-00,Jan-24,22.3,96,N
