Site,Name,Lat,Lon,Start,End,Years,%,AWS
40142,MT CROSBY,-27.5364,152.7992,Jan 1894,Apr-11,102.3,87,N
40143,MOUNT GRAVATT,-27.5417,153.0806,May-04,Feb-53,48,98,N
40144,MOUNT JOSEPH,-25.7411,152.2364,Jan-12,Nov-23,111.9,100,N
40145,MT MEE,-27.0625,152.7789,Apr-09,Dec-23,110.5,96,N
40146,SHAMROCK MINE,-26.2203,152.2814,Nov-26,Jan-09,63.7,77,N
40147,MT NEBO POST OFFICE,-27.3994,152.7886,Apr-47,Sep-15,65.6,96,N
40148,MT STANLEY FORESTRY,-26.5967,152.17,Mar 1895,Sep-76,51.8,63,N
40149,MOUNTAIN VIEW,-28.14,152.5967,Jan-24,Sep-90,35.3,53,N
40150,MUNDOOLIN,-27.905,153.0933,Jan 1881,Dec-96,111.6,96,N
40151,MUNGAR JUNCTION,-25.605,152.5892,Jan 1894,Jan-24,123.7,95,N
40152,MURGON POST OFFICE,-26.2422,151.9425,May-09,Dec-13,104.7,100,N
40153,MURPHYS CREEK POST OFFICE,-27.4667,152.0667,Jul 1895,Feb-85,82.6,92,N
40154,FAIRVIEW,-27.2,152.5,Apr-26,Aug-74,48.4,100,N
40155,DERRYLIN,-27.75,152.6667,Oct-17,Jun-57,39.2,98,N
40156,TOOLAMBA,-28.1699,152.9563,Jan-13,Mar-05,90.3,98,N
40157,NAMBOUR BOWLING CLUB,-26.6208,152.9667,Dec 1893,May-15,117.6,97,N
40158,NANANGO WILLS ST,-26.6756,151.9939,Jan 1882,Aug-19,137.7,100,N
40159,NARANGBA RAILWAY STN,-27.2,152.9667,Oct-20,Oct-86,65.2,99,N
40160,NERANG GILSTON RD,-28.0092,153.3175,Jan 1887,May-16,125.2,97,N
40161,GYMPIE,-26.1,152.65,Oct-24,Jan-78,53.1,99,N
40162,NUMINBAH STATE FARM,-28.1634,153.2126,Feb-41,Feb-23,79.2,96,N
40163,INNIS PLAIN,-28.2033,152.9272,Jan-25,Dec-72,48,100,N
40164,KILKIVAN STATE FOREST 220,-26.1167,152.3333,Jul-21,Sep-76,53.6,97,N
40165,ORMESBY,-26.2,152.75,Jun-09,Sep-51,40.7,96,N
40166,OXENFORD (OBERON WAY),-27.8965,153.3128,Feb 1894,Sep-15,111.2,91,N
40167,PALEN CREEK CORRECTIONAL,-28.326,152.7696,Feb-36,Jan-24,78.6,89,N
40168,PALMWOODS POST OFFICE,-26.7,152.95,Nov 1892,Sep-80,86.8,99,N
40169,PEACHESTER,-26.8425,152.8819,Nov-15,Jan-24,107.2,99,N
40170,PECHEY FORESTRY,-27.3042,152.0542,Mar-27,Jan-24,94.1,97,N
40171,AMCOR - PETRIE MILL,-27.2692,152.9839,Dec 1886,May-13,123.8,98,N
40172,PIALBA POST OFFICE,-25.2833,152.8333,Jan-00,Oct-80,80.8,100,N
40173,PINE CREEK,-28.1167,153.15,Jul-39,Mar-51,11.8,100,N
40174,PLAIN VIEW,-26.8667,152.5833,Sep-24,Jan-71,46.4,100,N
40175,POINT LOOKOUT BOWLS CLUB,-27.4276,153.5216,Feb-47,Jul-15,63.3,92,N
40176,POMONA POST OFFICE,-26.365,152.8533,Aug-19,Apr-03,83.8,100,N
40177,PROSTON POST OFFICE,-26.1639,151.6014,Jun-37,Dec-23,86,99,N
40178,RATHDOWNEY POST OFFICE,-28.2111,152.865,Aug-12,Jan-18,105.5,100,N
40179,REDBANK POST OFFICE,-27.6,152.8667,Jan 1888,Aug-78,84.8,94,N
40180,MARGATE COLLINS ST,-27.2517,153.1008,Dec 1886,May-89,102.3,100,N
40181,ROADVALE POST OFFICE,-27.9167,152.6833,Jan-07,Mar-83,72.8,95,N
40182,GREEN MOUNTAINS,-28.2312,153.1356,May-16,Jun-20,92.7,89,N
40183,ROSEVALE,-27.8522,152.4797,Feb-09,May-19,106.5,96,N
40184,ROSEWOOD WALLOON RD,-27.6331,152.5939,Jan 1894,Jan-24,130.1,100,N
40185,RUSSELL ISLAND,-27.645,153.4,Apr-14,Aug-09,70.1,73,N
40186,SAMSONVALE,-27.2894,152.8231,Mar-19,Nov-18,98.9,99,N
40187,FREEWOOD,-26.8833,152.6167,Mar-28,Oct-86,51.7,88,N
40188,SIM JUE CREEK,-27.2667,152.6272,Dec-37,Feb-19,79.2,97,N
40189,SOMERSET DAM,-27.1147,152.555,Nov-36,Jan-24,87.3,100,N
40190,SOUTHPORT RIDGEWAY AVE,-27.9829,153.4056,Jan 1881,Oct-17,133.7,98,N
40191,SPEEDWELL,-26.1,151.5,Jan-12,Apr-52,40.3,100,N
40192,SPRINGBROOK FORESTRY,-28.2264,153.2786,Aug-14,Nov-03,89,100,N
40193,STERLING CROSSING FOREST,-26.4833,152.6333,Jul-33,Oct-76,43.3,100,N
40194,SPRINGBROOK 2,-28.2,153.3,Oct-45,Oct-51,3.2,52,N
40195,TABOOBA JUNCTION,-28.1167,152.95,Jan-13,May-53,40.4,100,N
40196,TALLEBUDGERA GUINEAS CREEK ROAD,-28.14,153.4293,May 1899,Dec-23,122.8,98,N
40197,MT TAMBORINE FERN ST,-27.9695,153.1954,Apr 1888,Jan-24,121.4,89,N
40198,TAROME,-27.9826,152.4996,Oct-11,Jul-17,104.7,99,N
40199,TARONG,-26.7432,151.8437,Sep-20,Dec-23,102.4,99,N
40200,THEEBINE,-25.9483,152.5419,Dec 1893,Jun-16,122.3,100,N
40201,THE GRANGE,-26.4833,152.05,Dec-11,Aug-54,41.3,96,N
40202,THORNTON BVRT,-27.8206,152.3806,Aug-15,Jun-83,62.2,91,N
40203,TIARO,-25.7289,152.5814,Nov 1893,Mar-12,102.8,87,N
40204,BANYO SEMINARY,-27.3778,153.0883,Aug-56,Nov-01,45.3,100,N
40205,TOOGOOLAWAH POST OFFICE,-27.0878,152.3756,Jan-09,Dec-19,111,100,N
40206,TRAVESTON,-26.325,152.7869,Nov-32,Jul-23,86.9,96,N
40207,TUAN CREEK FOREST STN,-25.6778,152.7928,Jan-48,Dec-16,69,100,N
40208,VIEWMOUNT,-27.5508,152.7258,Jun-25,Oct-99,73.8,99,N
40209,POINT LOOKOUT,-27.4361,153.5456,Feb-97,Jan-24,26.9,100,N
40210,INSKIP POINT LIGHTHOUSE,-25.8167,153.05,Jan 1885,Mar-00,92.8,80,N
40211,ARCHERFIELD AIRPORT,-27.5716,153.0071,Mar-29,Jan-24,91.4,96,Y
40212,EAGLE FARM RACECOURSE,-27.4288,153.0693,Feb-20,Jan-24,94.2,90,N
40213,BALD HILLS POST OFFICE,-27.3236,153.0097,May 1895,Aug-93,98.1,100,N
40214,BRISBANE REGIONAL OFFICE,-27.466,153.027,Jan 1840,Jun-94,145.3,94,N
40215,BRISBANE BOTANICAL GARDENS,-27.4778,153.0306,Jul 1890,Dec-84,87.5,93,N
40216,BRISBANE SHOW GROUNDS,-27.4506,153.0333,Sep 1889,Apr-08,91.6,77,N
40217,CANNON HILL,-27.4833,153.1,May-30,Jun-47,16.6,97,N
40218,CARINA HILL CRESCENT,-27.5,153.0833,Jan-21,Apr-75,54.3,100,N
40219,TOOMBUL,-27.4167,153.05,Sep 1893,May-33,38.1,96,N
40220,COORPAROO BOWLS CLUB,-27.4922,153.0564,Aug 1898,Jan-01,91.8,90,N
40221,DUTTON PARK,-27.5,153.0167,Jan 1890,Jan-56,61.3,93,N
40222,KALINGA BOWLS CLUB,-27.4118,153.0457,Aug-56,Jul-08,49.9,96,N
40223,BRISBANE AERO,-27.4178,153.1142,Jun-49,Feb-00,50.8,100,Y
40224,ALDERLEY,-27.4193,153.0026,Jul 1899,Jan-24,121.2,97,N
40225,ENOGGERA RESERVOIR,-27.4447,152.9286,Jan 1870,Nov-96,121.8,96,N
40226,GOODNA AMPOL,-27.6081,152.8975,Jan 1870,Oct-96,119.1,94,N
40227,WOLSTON PARK HOSPITAL,-27.6,152.9167,Dec 1893,Mar-73,78,98,N
40228,HIGHVALE,-27.4,152.8,Dec-31,Jan-49,6.6,38,N
40229,INDOOROOPILLY BOWLS CLUB,-27.4992,152.9769,Dec 1887,Apr-03,111.1,96,N
40230,GOLD CREEK RESERVOIR,-27.4606,152.8811,Jan 1885,Feb-94,108,99,N
40231,MANLY RAILWAY STATION,-27.4565,153.18,Sep 1898,Jan-24,124.6,99,N
40232,MAYNE JUNCTION,-27.45,153.0333,Aug 1898,Nov-64,65.3,98,N
40233,MILTON,-27.4667,153,Dec 1898,Oct-52,46.9,87,N
40234,MORNINGSIDE,-27.5,153.1,Dec 1898,Nov-54,51.8,92,N
40235,MURARRIE ROAD CSIRO,-27.4681,153.0975,Nov 1898,May-97,98.2,100,N
40236,NUDGEE,-27.4167,153.0667,Aug-11,Nov-48,34.3,92,N
40237,TOOMBUL BOWLS CLUB,-27.3911,153.0628,Jan 1895,Jan-24,126.3,98,N
40238,OXLEY POST OFFICE,-27.55,152.9833,Aug 1898,Nov-71,73.3,100,N
40239,PINKENBA,-27.4333,153.1167,Aug 1898,Jul-50,52,100,N
40240,SALISBURY BOWLS CLUB,-27.5519,153.0358,Jul 1899,Oct-98,93.3,94,N
40241,SAMFORD CSIRO,-27.3617,152.8861,Aug-12,Dec-03,77.8,85,N
40242,SANDGATE POST OFFICE,-27.3233,153.07,Jan 1879,Jun-00,119.3,98,N
40243,GRACEVILLE BOWLS CLUB,-27.5167,152.9833,Jun 1898,Feb-87,87.9,99,N
40244,SUNNYBANK (GAGER ST),-27.5777,153.0577,Dec 1888,Apr-20,120.1,91,N
40245,TOOWONG BOWLS CLUB,-27.4928,152.9933,Sep 1889,Sep-14,117.4,94,N
40246,WARRAGAI,-26.5539,151.4156,Oct-24,Dec-23,99.3,100,N
40247,LINDFIELD,-26.8422,152.5803,Jan-23,Jan-24,101.1,100,N
40248,MANUMBAR FOREST RES 639,-26.3333,152.3333,Jul-40,Jun-74,29.3,86,N
40249,WINDERA CREEK,-26.1167,151.8333,Oct-10,Feb-56,43.1,95,N
40250,WOLVI,-26.15,152.8,Nov-23,Nov-77,40.4,75,N
40251,WONDAI POST OFFICE,-26.3172,151.8756,Dec-08,Dec-16,106.9,99,N
40252,WOODFORD POST OFFICE,-26.9558,152.7792,Jan 1887,Dec-90,103.6,100,N
40253,WOODY ISLAND,-25.3,152.95,Jan 1887,Apr-59,71.3,98,N
40254,WOOLOOGA POST OFFICE,-26.0594,152.3861,Apr-12,Nov-85,73.4,100,N
40255,WOOROOLIN POST OFFICE,-26.4099,151.8154,Mar-10,Dec-23,106,93,N
40256,WYNNUM RAILWAY STATION,-27.45,153.1667,Oct 1898,Jan-80,78.3,96,N
40257,YANDINA POST OFFICE,-26.5603,152.9556,Jun 1892,Jun-05,112.7,100,N
40258,YARRAMAN POST OFFICE,-26.8411,151.9805,May-13,Jan-24,107.5,97,N
40259,YARRAMAN UPPER,-26.8936,151.8976,Jan-51,Jan-24,73,100,N
40260,YEDNIA,-26.7833,152.5,Mar-16,Dec-65,38.5,77,N
40261,YEERONGPILLY,-27.55,153.0167,Apr-51,Feb-69,17.9,100,N
40262,YENGARIE RAILWAY STATION,-25.5667,152.6167,Jan 1887,Apr-78,81,89,N
40263,ZILLMERE POST OFFICE,-27.3589,153.0375,Apr 1899,Sep-93,94.5,100,N
40264,TEWANTIN POST OFFICE,-26.3919,153.0408,Mar 1895,Mar-96,101,100,N
40265,REDLANDS HRS,-27.5278,153.25,Jan 1899,Mar-13,66,58,N
40266,ARATULA ELIZABETH ST,-27.9825,152.5475,Feb-50,Nov-99,49.6,99,N
40267,CARNEYS CREEK,-28.2167,152.5667,Jul-60,Jul-67,7.1,100,N
40268,CHERMSIDE BOWLS CLUB,-27.3931,153.0267,Oct-55,Nov-93,35.7,93,N
40269,KARRAGARRA ISLAND,-27.6386,153.3775,Jun-55,Jan-24,67.6,98,N
40270,RAVENSBOURNE,-27.3628,152.1594,Feb-33,Jan-05,54.9,76,N
40271,ROSALEE PLAINS,-27.2167,151.5167,Jan-52,Oct-56,4.8,100,N
40272,TIN CAN BAY COUNTRY CLUB,-25.9283,152.9933,Jan-54,Apr-04,29.5,59,N
40273,TURKEEN SFR 151,-26.8167,151.65,Jul-23,Jun-66,35.4,82,N
40274,MOUNT GRAVATT BOWLS CLUB,-27.5553,153.0797,Oct-55,Jan-04,46.1,95,N
40275,KENMORE ST DAVID ST,-27.5167,152.9333,Jan-56,Jun-78,19.9,88,N
40276,CAPALABA POST OFFICE,-27.5167,153.1833,Jan-56,Jan-78,19.9,90,N
40277,NANANGO EAST FOREST 618,-26.6603,152.0711,May-53,Dec-02,49.3,99,N
40278,NANANGO WEST,-26.6833,152,Jan-53,Jun-58,3.8,70,N
40279,KABUNGA FOREST RES 427,-26.3,152.3,Sep-52,Dec-61,9.3,100,N
40280,TAABINGA,-26.6661,151.7328,Jan-19,Dec-95,75.7,98,N
40281,WOODY POINT,-27.2667,153.1,Jan-54,May-55,1.4,100,N
40282,NAMBOUR DPI,-26.6431,152.9392,Dec-52,Dec-07,55.1,100,Y
40283,KURABY BEENLEIGH ROAD,-27.6125,153.0989,Jan-20,Dec-00,34.8,43,N
40284,BEERBURRUM FOREST STATION,-26.9586,152.9619,Oct 1898,Jan-24,77.7,62,Y
40285,NORTH DEEP CREEK,-26.1,152.65,Jan-59,Mar-67,8.3,100,N
40286,PUMICESTONE POST OFFICE,-27,153.0667,Jan-58,Dec-73,15,94,N
40287,MAIDENWELL,-26.8475,151.7986,May-59,Feb-05,42.8,93,N
40288,COOLANGATTA AERO,-28.1661,153.5036,Dec-56,Dec-71,15.1,100,N
40289,EUMARELLA,-27.1136,151.8517,Jan-46,Aug-23,66,85,N
40290,MAROON,-28.1725,152.72,Jul-10,Dec-23,75.8,67,N
40291,REDLAND BAY QLD UNI FARM,-27.6192,153.3056,Jan-61,Feb-04,43,100,N
40292,THE GRANGE,-26.8167,152.9333,Jan-16,Sep-25,9.8,100,N
40293,NEURUM RETREAT,-26.95,152.7,Nov-31,Feb-47,11.9,78,N
40294,RIVERVIEW,-27.6,152.8,Jun 1899,Aug-39,30.1,75,N
40295,KENMORE WAR VETS HOME,-27.5292,152.9142,Jul-62,Jun-03,39.8,97,N
40296,KOBBLESTONE,-27.25,152.8167,Sep-61,Jul-75,12.2,87,N
40297,BLACKFELLOWS CREEK,-27.8667,152.2333,Jul-61,Sep-66,5.3,100,N
40298,GREENLEA,-26.8167,152.7667,Nov-27,Jan-68,28.9,72,N
40299,BANKS CREEK,-27.4167,152.7167,Jun-61,Nov-66,5.5,100,N
40300,BALAAM HILL,-27.4533,152.3733,Jul-61,Jan-99,33.4,89,N
40301,GLENAVEN,-27.1882,151.9634,Jan-37,Dec-23,86.8,100,N
40302,FLAGSTONE CREEK,-27.6242,152.1158,Jul-61,Dec-03,30.7,72,N
40303,GREGOR CREEK,-26.9994,152.3994,Jan-62,Aug-77,15.7,100,N
40304,KOORALGIN,-26.9475,151.9567,Jun-61,Mar-02,40.8,100,N
40305,LOUISAVALE,-26.7717,152.3583,Apr-36,Mar-84,23.3,48,N
40306,LOGANLEA ELLESLIE RD,-27.6667,153.1333,Dec-61,Oct-86,23.8,96,N
40307,VINCENT VALE,-26.9664,151.7086,Jun-61,Dec-23,62.6,100,N
40308,MT GLORIOUS FAHEY RD,-27.3342,152.7717,Dec-33,Jul-15,79.4,97,N
40309,MT BYRON,-27.15,152.65,Jul-61,Mar-80,18.1,96,N
40310,MT BERRYMAN,-27.7239,152.3108,Jul-61,Jan-20,58.5,100,N
40311,NUKINENDA,-27.06,152.1403,May-01,Sep-92,61.3,67,N
40312,NEW BEITH,-27.7354,152.9443,May-61,Nov-23,62.3,99,N
40313,NEARA CREEK STATION,-26.9333,152.4667,Jun-61,Aug-78,15.2,88,N
40314,RIPLEY VALLEY,-27.7189,152.8172,May-61,Mar-08,46.8,100,N
40315,MOUNT KILCOY,-26.7833,152.5667,Jun-61,Dec-70,4.6,48,N
40316,RUNNING CREEK,-28.3017,152.9117,Mar-62,Apr-67,4.3,82,N
40317,RANGE VIEW,-27.7508,152.6664,Jul-61,Jan-24,61.3,98,N
40318,KIRKLEAGH,-27.0258,152.5642,Apr-53,Jun-90,37.3,100,N
40319,ROCKY POINT SUGAR MILL,-27.7349,153.3273,Jan-56,Jan-24,67.4,99,N
40320,FORT LYTTON,-27.4128,153.1506,Jan-64,Jan-24,57.7,96,N
40321,DALLARNIL TELEPHONE EXCH,-25.3833,152.05,Jan-06,Mar-83,42.4,55,N
40322,IPSWICH RODERICK ST,-27.6333,152.7333,Jan 1896,Aug-19,23.7,100,N
40323,THE GLEN,-27.0167,152.3,Jun-61,Apr-65,3.8,96,N
40324,MOUNT COOT-THA,-27.4833,152.95,May-64,Jun-75,11.2,100,N
40325,FERNY HILLS STATE SCHOOL,-27.4,152.9333,May-64,May-73,8.9,98,N
40326,ASHGROVE BOWLS CLUB,-27.4428,152.9744,May-64,Dec-08,44.3,99,N
40327,MARY SMOKES,-26.9,152.7,Feb-28,May-45,17.3,100,N
40328,GORDON BROOK,-26.4667,151.7,Nov 1899,Feb-17,17.3,100,N
40329,ATKINSONS DAM,-27.42,152.4506,May-97,Oct-18,21.5,100,N
40330,HILLCREST,-26.75,153,Jan-09,Dec-24,16,100,N
40331,IPSWICH PUMP,-27.6333,152.7333,Jan-09,Oct-22,13.8,100,N
40332,TARINGA,-27.5,153,Dec 1898,Jan-42,37.2,86,N
40333,BOOVAL,-27.6167,152.7833,Jul 1899,May-29,29.9,100,N
40334,BIGGENDEN ALERT,-25.5122,152.0389,Mar-01,Jan-24,20.7,90,N
40335,MT TAMBORINE ALERT,-27.9694,153.2133,Nov-00,Jan-24,23.3,100,N
40336,VERESDALE,-27.9,153,Jan-11,Mar-33,22.3,100,N
40337,ST HELENA ISLAND,-27.3833,153.2167,Jan 1874,May-39,58.6,90,N
40338,GIGOOMGAN,-25.7,152.25,Jan 1890,Dec-43,53.8,100,N
40339,ASCOT,-27.4,153.1,Sep 1898,Aug-30,32,100,N
40340,ASHWELL,-27.6,152.6,Jul 1890,Apr-29,38.8,100,N
40341,WONGAWALLAN ALERT,-27.8794,153.2139,Nov-00,Jan-24,22.3,96,N
40342,CHIGIGUM FARM,-28.15,153.2333,Jan-64,May-80,16.3,99,N
40343,WAMURAN,-27.0397,152.8678,Jun-15,Jan-24,69.2,64,N
40344,BULIMBA,-27.45,153.05,Jan 1883,Jul-01,18.6,100,N
40345,LUSCOMBE ALERT,-27.8064,153.2072,Nov-00,Jan-24,23.3,100,N
40346,BROMELTON,-27.9667,152.9333,Apr 1890,Sep-29,35,89,N
40347,BROOKFIELD,-27.4833,152.9,Sep 1894,Dec-24,30.3,100,N
40348,BOONDOOMA,-26.2,151.3,Jan 1885,Dec-24,20.5,51,N
40349,ALDERSHOT,-25.4667,152.6833,Jan 1899,Jun-11,11.8,94,N
40350,WOOLOOWIN,-27.4333,153.05,Mar 1888,Mar-22,28.9,85,N
40351,YEERONGPILLY GOLF LINKS,-27.5333,153.0167,Jan-15,Dec-17,3,100,N
40352,WONGA,-28,152.25,Jan-30,Dec-42,13,100,N
40353,SOUTH PASSAGE,-27.3667,153.45,Aug 1899,May-22,21.6,94,N
40354,NORMAN PARK,-27.4833,153.0667,Feb-02,Sep-09,7.7,100,N
40355,NEW FARM,-27.4667,153.05,Sep 1889,Dec-11,11.3,50,N
40356,MOUNT WOOT-THA,-26.7833,152.8167,Mar 1895,Oct-17,16.5,73,N
40357,KANNANGUR,-27.0333,152.3667,Feb 1890,Dec-19,29.9,100,N
40358,LYTTON,-27.4,153.15,Jan 1870,Aug-03,25.8,76,N
40359,HIGHGATE HILL,-27.4833,153.0167,Oct-27,Sep-34,7,100,N
40360,FERNYHURST,-26.9833,152.3667,Jan-05,Dec-30,25.8,99,N
40361,HEMMANT,-27.45,153.1333,Jan 1899,Dec-10,6.9,58,N
40362,ROCKVIEW,-28.3,153,May-17,Dec-47,23.8,77,N
40363,MOUNT GIPPS,-28.3233,152.9906,Jun-17,May-45,23.7,84,N
40364,ANGLESEA,-26.8,152.95,Jan-09,Nov-30,21.9,100,N
40365,WOOLOOGA,-26.0528,152.3919,Jul-64,Feb-12,47.3,99,N
40366,TARTARS CREEK,-28.3,152.8667,Jul-64,Jan-66,1.6,100,N
40367,ST LUCIA TRAINING FARM,-27.4667,153.0167,Sep-33,Jul-38,4.9,100,N
40368,LYNNDON PARK BOWLS CLUB,-27.5247,153.0633,Sep-65,Mar-04,35.9,93,N
40369,DARRA,-27.5667,152.95,Jan 1894,Dec-03,9.4,94,N
40370,DUGANDAN,-28.0167,152.6833,Aug 1896,Apr-09,11.9,93,N
40371,EMSCOTE FARM,-26.85,152.8667,Nov 1893,Oct-20,21.9,81,N
40372,MALENY,-26.7667,152.85,Oct-05,Nov-26,21.1,100,N
40373,FERNVALE,-27.45,152.65,Jul 1896,Oct-04,7,84,N
40374,FRANKLYN VALE,-27.7594,152.4564,Jan 1885,Jun-23,136.8,99,N
40375,GLENBAR,-26.7,152.9833,Jan-09,Apr-15,6.3,100,N
40376,TYUNGUN ALERT,-28.0867,153.1594,Nov-00,Jan-24,21.9,94,N
40377,BRIGOODA,-26.2575,151.4108,Jan-60,Dec-08,48,98,N
40378,TINTON,-27.1931,152.2992,Sep-52,Jun-87,34.7,99,N
40379,GLASTONBURY,-26.2167,152.5167,Aug-37,Jan-76,37.9,98,N
40380,CEDAR MOUNTAIN,-28.1167,152.3667,Apr-66,Jan-68,1.8,100,N
40381,THE DIP,-28.25,152.8833,Feb-66,Nov-70,4.8,100,N
40382,CROWS NEST,-27.2711,152.0642,Jan 1893,Jan-11,117.7,100,N
40383,GREENSLOPES PRIVATE HOSPITAL,-27.5119,153.045,Jul-65,Nov-15,38.3,76,N
40384,MOUNT SYLVIA,-27.7219,152.2239,Jul-53,Oct-02,47.2,96,N
40385,MINMORE,-26.5539,151.6679,Oct-20,Oct-23,102.2,99,N
40386,KENILWORTH BRIDGE,-26.5892,152.7322,Jan-59,Jun-78,17.3,89,N
40387,LINVILLE,-26.8242,152.2741,Jan-67,Oct-11,34.8,77,N
40388,UPPER TENTHILL,-27.6342,152.2206,Jun-59,Dec-23,64.1,99,N
40389,KANDANGA UPPER,-26.3967,152.6147,Aug-55,Dec-07,50.8,97,N
40390,TEDDINGTON WATERWORKS,-25.6502,152.6646,Oct-50,Jan-24,73.1,100,N
40391,WATTS BRIDGE,-27.0867,152.47,Oct-52,Jul-81,28.3,98,N
40392,TOWNSON EAST,-27.9,152.3833,Jan-37,Aug-78,39.9,96,N
40393,BAROON POCKET,-26.7167,152.8667,Jan-41,Dec-72,26.4,82,N
40394,MOUNT BARNEY,-28.2321,152.7829,Jan-67,Dec-23,57,100,N
40395,FORDSDALE,-27.7183,152.1211,Jul-53,Dec-23,70,99,N
40396,MALENY DENNING RD,-26.7778,152.8033,Oct-27,Dec-23,95.8,99,N
40397,MT WHITESTONE,-27.6683,152.1592,Oct-50,Aug-15,64.7,100,N
40398,MT KILCOY,-26.9167,152.5833,May-38,Dec-73,23.8,67,N
40399,MUNNA CREEK,-25.8983,152.3467,Oct-23,May-92,66.6,97,N
40400,MOORANG,-27.9065,152.4736,Mar-19,Jan-24,96.5,92,N
40401,TEEBAR,-25.7,152.2,Jan-28,May-86,57.2,98,N
40402,FORTLAND,-28.1181,152.8522,Oct-59,Apr-95,35.6,100,N
40403,BUARABA,-27.3981,152.3553,Jul-52,Jan-20,62.9,93,N
40404,GLENAPP,-28.2633,152.88,Jan-19,Feb-04,46,54,N
40405,HERVEY BAY AIRPORT,-25.322,152.8817,Mar-99,Jan-24,24.9,100,Y
40406,BEENLEIGH BOWLS CLUB,-27.7094,153.2014,Apr-67,Feb-10,39.2,91,N
40407,LUMEAH,-28.0557,153.033,Oct-31,Sep-22,90.8,100,N
40408,CARBROOK LONGLAND ROAD,-27.6843,153.2809,Jan-67,Oct-18,17.6,34,N
40409,GLEN RETREAT,-27.9333,152.8,Feb-67,Oct-73,6.7,99,N
40410,JACOBS WELL,-27.7833,153.3333,Mar-67,Jul-75,8.3,99,N
40411,ROMANI,-27.8481,152.9061,Feb-67,Dec-00,31.7,93,N
40412,TOOGOOM,-25.2483,152.6636,Oct-67,Aug-23,53.2,95,N
40413,CENTRAL KERRY,-28.1556,153.0401,Jan-67,Feb-20,51.3,96,N
40414,WIDGEE FOREST RES 242,-26.2167,152.5,Jan-68,Mar-69,1.3,100,N
40416,CLEARVIEW TM,-28.0017,153.3083,Jan-69,Jan-24,22.6,41,N
40417,MIAMI BARDON AVE,-28.0686,153.4241,Jul-68,Jan-24,55.6,100,N
40418,MOGGILL VET RES FARM,-27.5275,152.9222,Jul-68,Jan-76,7,92,N
40419,BOOMPA POST OFFICE,-25.5833,152.1833,Feb-68,Mar-70,2.2,100,N
40420,COOLUM BOWLS CLUB,-26.53,153.0897,Jun-69,Oct-04,30.8,87,N
40421,SPRING BLUFF RAILWAY STN,-27.4636,151.99,Apr 1895,Feb-18,104.6,85,N
40422,EMU CREEK,-27.05,152.0167,Feb-22,Nov-76,50.3,92,N
40423,JIMMYS SCRUB FOREST R612,-26.3,152.25,Sep-53,Jul-76,22.6,98,N
40424,WEST HALDON,-27.755,152.0814,Nov-15,Dec-23,101.1,93,N
40425,DAYBORO STRONG ROAD,-27.2178,152.8425,Nov-97,Sep-08,10.3,94,N
40428,BRIAN PASTURES,-25.655,151.745,Jun-55,Dec-20,65.5,100,N
40429,ROCHEDALE SOUTH,-27.5942,153.1181,Jan-69,Jan-12,43,100,N
40430,URANGAN HIBISCUS ST,-25.2825,152.8994,Apr-69,Dec-23,54.7,100,N
40431,ESK STATE FOREST R531,-27.2881,152.3333,Jan-69,Mar-93,23.4,97,N
40432,MONSILDALE SCHOOL,-26.7,152.4,May-45,Dec-60,13.3,85,N
40433,GREEN VALLEY,-28.2333,153.3667,Jul-69,Nov-70,1.4,100,N
40434,OWANYILLA RAILWAY STN,-25.6667,152.6,Apr-69,Apr-78,9.1,100,N
40435,MT MOWBULLAN,-26.8939,151.6083,Jun-69,Sep-09,40.3,100,N
40436,GATTON DAFF RESEARCH STN,-27.5456,152.3289,Jul-68,May-14,45.8,100,N
40437,RIVERMEAD,-27.4464,152.6447,Jan-71,Dec-00,28,93,N
40438,KIN KIN POST OFFICE,-26.26,152.8683,Sep-69,Jun-00,30.7,99,N
40439,ALPINE PANORAMA,-28.2333,153.2833,Aug-69,Jan-81,11.1,96,N
40442,CURRA,-26.0664,152.5825,Nov-69,Jan-92,21,94,N
40445,HARRISVILLE,-27.8133,152.6417,Jan 1890,Dec 1896,1.3,19,N
40446,WIGTON,-25.93,151.6108,Feb-51,Apr-90,36.8,94,N
40447,RHONDA,-27.9902,152.461,Jun-53,Feb-19,64.8,99,N
40449,PLACID HILLS,-27.5572,152.2308,Jan-70,Jan-24,53.9,100,N
40450,LONG POCKET CSIRO LAB,-27.5129,152.996,Nov-68,Mar-11,42.3,100,N
40451,TOOLARA FORESTRY,-25.9963,152.8335,Apr-70,Jan-17,46.7,100,N
40452,MT OMMANEY GOLF CLUB,-27.5469,152.9222,Jan-71,Dec-90,19.8,99,N
40453,SHERWOOD MILES,-27.9167,153,Sep-49,Mar-50,0.6,100,N
40454,GLENLOGAN FIELD STATION,-27.8333,153,May-71,Jul-86,15.3,100,N
40455,DUNOLLIE,-25.85,151.3667,May-50,Jan-24,73.8,100,N
40456,TANSEY POST OFFICE,-26.05,152.05,Nov-71,Feb-75,3.3,100,N
40457,WACOL DPI,-27.5767,152.9042,Nov-71,Feb-80,8.3,100,N
40458,CAPALABA WATER TREAT,-27.5314,153.1825,Nov-71,Jan-24,52.3,100,N
40459,CARINA BCC DONALDSON RD,-27.5,153.1,Nov-71,Jun-89,17.7,100,N
